Capítulo;Partida;Descripción;Unidad;Cantidad;Precio unitario;Categoría;Tipo
Pisos y pavimentos;Piso de concreto estampado.;Piso de concreto con acabado estampado mediante moldes texturados y desmoldeante pigmentado, con sellado final. Se emplea en accesos, patios y áreas exteriores donde se busca el aspecto de piedra o adoquín con la continuidad de un piso de concreto. Incluye el vaciado y reglado, la aplicación del endurecedor color en polvo, la espolvoreada del desmoldeante pigmentado, el estampado con los moldes en el punto exacto de fraguado, ventana de tiempo estrecha de la que depende por completo el resultado, el aserrado de juntas, el lavado del exceso de desmoldeante y la aplicación de las manos de sellador. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;38,49;Pisos continuos de concreto y microcemento;incluida
Pisos y pavimentos;Piso continuo de microcemento.;Revestimiento continuo de microcemento sobre piso existente o contrapiso, aplicado en capas con malla de refuerzo y sellado con varias manos de barniz de protección. Permite renovar un piso sin demolerlo y sin apenas ganar cota, lo que en reforma resuelve el problema de los umbrales y las puertas. Es muy sensible al soporte: cualquier fisura o movimiento se refleja en el acabado. Incluye la comprobación y estabilización del soporte, la imprimación, la capa base con malla, las capas de acabado con la textura elegida, el lijado entre capas y las manos de sellador de alto tránsito. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;44,64;Pisos continuos de concreto y microcemento;incluida
Pisos y pavimentos;Piso epóxico autonivelante.;Piso continuo de resina epóxica autonivelante, con imprimación y capa de acabado, para áreas industriales, cocinas, laboratorios y estacionamientos. Ofrece una superficie sin juntas, impermeable y resistente a productos químicos. Exige un soporte con humedad por debajo del límite del fabricante: aplicado sobre concreto húmedo, la presión de vapor despega la resina en escamas. Incluye el granallado o lijado del soporte para abrir el poro, la medición de humedad, la imprimación, el sellado de fisuras y juntas, la aplicación de la capa autonivelante con desaireado por rodillo de púas y el respeto de los tiempos de curado antes de la puesta en servicio. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;57,76;Pisos continuos de concreto y microcemento;incluida
Pisos y pavimentos;Endurecedor superficial y sellado de piso de concreto.;Tratamiento de piso de concreto mediante endurecedor superficial espolvoreado y sellado final, para aumentar su resistencia a la abrasión y reducir el desprendimiento de polvo. Es la solución económica para estacionamientos, depósitos y áreas de servicio donde no se justifica un piso epóxico. Incluye la espolvoreada del endurecedor sobre el concreto fresco en el momento adecuado, su incorporación mediante alisado mecánico, el curado y la aplicación de las manos de sellador acrílico una vez seco. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;10,47;Pisos continuos de concreto y microcemento;incluida
Pisos y pavimentos;Piso de cemento pulido llaneteado a mano.;Piso continuo de cemento con acabado pulido llaneteado a mano, sobre contrapiso o losa, con juntas de control. Es el acabado tradicional para áreas de servicio, garajes y patios: más económico que el alisado mecánico y perfectamente válido en superficies pequeñas donde no compensa traer la alisadora. Incluye el vaciado y reglado, la espolvoreada de cemento, el llaneteado en pasadas sucesivas conforme el mortero pierde agua, el marcado de juntas y el curado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;16,80;Pisos continuos de concreto y microcemento;incluida
Pisos y pavimentos;Piso de gravilla lavada o chino lavado.;Piso continuo de gravilla lavada o chino lavado, formado por capa de mortero con árido seleccionado que se descubre mediante lavado superficial antes del fraguado completo. Es un acabado tradicional, muy antideslizante y por ello habitual en aceras, rampas, terrazas y bordes de piscina. Todo el resultado depende del momento del lavado: hecho demasiado pronto arrastra el árido y demasiado tarde no lo descubre. Incluye el vaciado y reglado, la siembra o mezcla del árido, la espera controlada, el lavado con agua a presión suave, la limpieza final y el curado. Medido en superficie realmente ejecutada, descontando huecos mayores de 1 m².;m2;1;18,43;Pisos continuos de concreto y microcemento;incluida
Pisos y pavimentos;Colocación de rodapié cerámico o de porcelanato.;Colocación de rodapié de pieza cerámica o de porcelanato, a juego con el pavimento, recibido con adhesivo cementoso mejorado C2 TE sobre paramento previamente regularizado. Incluye replanteo, cortes a inglete en esquinas y encuentros, ajuste a los marcos de carpintería, rejuntado con mortero CG2 y sellado de la junta inferior con el pavimento. La pieza la elige el cliente y se presupuesta aparte. Medido en longitud realmente ejecutada, descontando los huecos de paso.;m;1;1,59;Rodapiés y remates de piso;incluida
Pisos y pavimentos;Rodapié de madera o MDF.;Colocación de rodapié de madera o MDF lacado, fijado al paramento con adhesivo y clavado oculto, con cortes a inglete en esquinas. Incluye el replanteo, el corte a inglete en esquinas interiores y exteriores, el ajuste alrededor de los marcos de puerta, la fijación combinando adhesivo y puntas, el relleno y disimulo de los puntos de clavado y el sellado de la junta superior con la pared cuando el acabado lo requiera. El rodapié lo elige el cliente y se presupuesta aparte. Medido en longitud realmente colocada.;m;1;3,07;Rodapiés y remates de piso;incluida
Pisos y pavimentos;Rodapié de mortero con media caña sanitaria.;Ejecución de rodapié corrido de mortero con media caña en el encuentro con el piso, acabado a la llana. La media caña elimina la arista interior, que es donde se acumula la suciedad y por donde penetra el agua de la limpieza, por lo que es la solución habitual en cocinas industriales, áreas de servicio y locales de higiene exigente. Incluye el replanteo de la altura, la limpieza y humedecido, el tendido del mortero, la conformación de la media caña con plantilla y el fratasado dejando la superficie lista para pintar o sellar. Medido en longitud realmente ejecutada.;m;1;3,55;Rodapiés y remates de piso;incluida
Pisos y pavimentos;Perfil de transición entre pisos.;Suministro y colocación de perfil de transición de aluminio entre pisos de distinto material o de distinto nivel, generalmente en umbrales de puerta. Resuelve el encuentro protegiendo los cantos de ambos pisos y absorbiendo la diferencia de cota, que es donde se producen los tropiezos y los desportillados. Incluye el replanteo, el corte a medida, el taladrado y fijación con tacos o el encolado según el sistema, y el sellado de los bordes. Medido en longitud realmente colocada.;m;1;7,84;Rodapiés y remates de piso;incluida
Pisos y pavimentos;Junta de dilatación en piso.;Ejecución de junta de dilatación en piso mediante perfil con elemento elástico, que absorbe los movimientos del soporte e impide que la tensión se descargue rompiendo el piso. Es obligada en paños extensos, en los cambios de ambiente y coincidiendo con las juntas estructurales del edificio: una junta estructural que se cubre con piso continuo se refleja como fisura en pocos meses. Incluye el replanteo coordinado con las juntas del soporte, la formación del alojamiento, la colocación y nivelación del perfil y el sellado de los bordes. Medido en longitud realmente ejecutada.;m;1;11,88;Rodapiés y remates de piso;incluida
Pisos y pavimentos;Nivelación y remate de umbral entre ambientes.;Formación y remate del umbral de paso entre ambientes con pisos de distinto material o nivel, resolviendo la transición sin resalto peligroso. Un desnivel superior a un centímetro sin resolver es un tropiezo, y en accesos y baños es además una barrera. Incluye el replanteo, la regularización del soporte con mortero formando la rampa de transición cuando la diferencia lo exija, la colocación de la pieza o perfil de umbral, el sellado de bordes y la comprobación de que no queda ningún canto vivo. Medido en longitud realmente ejecutada.;m;1;11,25;Rodapiés y remates de piso;incluida
Pisos y pavimentos;Revestimiento de escalera con cerámica o porcelanato.;Colocación de piezas cerámicas o de porcelanato en huellas y contrahuellas de escalera, con pieza de nariz o canto redondeado. El rendimiento es sensiblemente menor que en un piso corrido por la posición de trabajo, por la fragmentación en peldaños y porque cada huella exige un corte a medida. Incluye el replanteo comprobando que huella y contrahuella se mantengan constantes en todo el tramo, requisito de seguridad porque una diferencia entre peldaños provoca tropiezos, los cortes, el doble encolado, la colocación de la pieza de nariz, el rejuntado y la limpieza. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, desarrollando huella y contrahuella.;m2;1;16,63;Revestimiento de escaleras;incluida
Pisos y pavimentos;Revestimiento de escalera con piedra natural.;Colocación de piezas de mármol, granito o piedra natural en huellas y contrahuellas de escalera, recibidas con adhesivo cementoso blanco de altas prestaciones. Es el revestimiento de escalera de menor rendimiento, por el peso de las piezas, la exigencia de nivelación y el corte a medida de cada peldaño. Incluye el replanteo verificando la constancia de huella y contrahuella, el corte y pulido del canto de la huella, el doble encolado, la nivelación, el rejuntado a juego y la limpieza con productos no ácidos. La pieza la elige el cliente y se presupuesta aparte. Medido en superficie realmente ejecutada, desarrollando huella y contrahuella.;m2;1;22,24;Revestimiento de escaleras;incluida
